generation,best_fitness,median_fitness
0,0.025550,0.025550
1,0.005145,0.025550
2,0.003903,0.025373
3,0.003903,0.008872
4,0.002129,0.006920
5,0.002129,0.004081
6,0.002129,0.005855
7,0.002129,0.004613
