generation,best_fitness,median_fitness
0,0.015776,0.015776
1,0.011832,0.015776
2,0.008964,0.014342
3,0.007171,0.013266
4,0.007171,0.011115
5,0.006275,0.010039
6,0.004482,0.008067
7,0.003765,0.007171
8,0.002868,0.006454
9,0.002151,0.005020
10,0.001793,0.004123
11,0.001076,0.003227
12,0.000896,0.002510
13,0.000538,0.002151
14,0.000538,0.001793
15,0.000538,0.001434
16,0.000359,0.000896
17,0.000000,0.000717
