generation,best_fitness,median_fitness
0,0.015776,0.015776
1,0.009322,0.015776
2,0.008964,0.013446
3,0.006095,0.011832
4,0.005199,0.009502
5,0.003944,0.008785
6,0.003586,0.006454
7,0.000538,0.005737
8,0.000538,0.005199
9,0.000359,0.004840
10,0.000179,0.003406
11,0.000179,0.001613
12,0.000179,0.000717
13,0.000000,0.000538
